,Name,Latitude,Longitude,Elevation
4632,Housetop Mountain,39.3224,-108.0590,2529.0
4633,Booger Red Hill,38.7135,-105.2601,2528.0
4634,UN 8295,37.2310,-105.7132,2528.0
4635,UN 8292,38.1346,-105.0699,2527.0
4636,UN 8290,40.2907,-107.5843,2527.0
4637,Red Point,39.6476,-108.4301,2526.0
4638,Calamity Ridge,40.0454,-108.5504,2526.0
4639,UN 8287,38.6096,-105.1985,2526.0
4640,Glover Point,39.5057,-108.1015,2526.0
4641,Black Point,38.6660,-108.5440,2526.0
4642,UN 8285,37.3135,-107.6304,2525.0
4643,"""Big Rock Candy Mountain""",39.1315,-105.3224,2525.0
4644,Yahoo Mountain,40.9440,-107.2685,2525.0
4645,UN 8285,37.2160,-105.7299,2525.0
4646,Raven Mesa,38.8960,-107.3490,2525.0
4647,Genesee Mountain,39.7032,-105.2938,2525.0
4648,Twin Benchmark,36.9971,-105.7929,2525.0
4649,Saritas Benchmark,37.0274,-105.9126,2525.0
4650,Mays Peak,38.8012,-104.8963,2525.0
4651,Red Butte,39.2087,-106.8424,2525.0
4652,Sampson Mountain,39.5021,-105.2043,2525.0
4653,UN 8282,39.4874,-105.1996,2524.0
4654,UN 8277,38.4493,-105.5882,2523.0
4655,UN 8276,39.3676,-108.5671,2523.0
4656,UN 8276,38.7837,-108.9032,2523.0
4657,Jumbo Mountain,38.8893,-107.5185,2522.0
4658,UN 8274,37.3301,-107.0896,2522.0
4659,Serviceberry Mountain,37.1571,-106.9240,2521.0
4660,Turner Hill,40.5624,-105.4246,2521.0
4661,Horse Mountain,39.5412,-107.4415,2520.0
4662,Pinnacle Mountain,40.6996,-107.3790,2520.0
4663,Grannys Nipple,40.2757,-106.4582,2520.0
4664,UN 8267,39.5896,-105.2938,2520.0
4665,UN 8265,37.6993,-106.3785,2519.0
4666,Palisade Mountain,40.4401,-105.3107,2519.0
4667,UN 8264,40.7940,-105.5046,2519.0
4668,Butzel Hill,40.0740,-105.3749,2519.0
4669,UN 8261,40.2612,-105.3910,2518.0
4670,Gray Hills Highpoint,40.2240,-108.0963,2518.0
4671,Quarry Mountain,40.4640,-106.8721,2518.0
4672,UN 8260,37.1640,-107.0760,2518.0
4673,UN 8260,38.4246,-105.4546,2518.0
4674,UN 8260,39.9446,-106.5171,2518.0
4675,Devils Grave Mesa,40.1840,-106.9487,2518.0
4676,UN 8260,40.1779,-106.9279,2518.0
4677,Noddle Head South,39.3287,-105.1538,2518.0
4678,"""Bishop Rock""",39.4224,-105.2721,2518.0
4679,UN 8260,40.1021,-106.3557,2518.0
4680,UN 8260,40.2665,-108.0404,2518.0
4681,"""Stanley Mountain""",39.6115,-105.2929,2518.0
4682,UN 8260,39.3846,-105.3899,2518.0
4683,Mica Mine Ridge,40.5315,-105.3662,2518.0
4684,Balarat Hill,40.1365,-105.3962,2518.0
4685,Flirtation Peak,39.7351,-105.5201,2518.0
4686,Elephant Rock,38.8840,-106.1493,2518.0
4687,UN 8257,39.1704,-105.1549,2517.0
4688,Cow Ridge East,39.4193,-108.3479,2516.0
4689,UN 8256,37.2868,-105.6063,2516.0
4690,UN 8256,40.7535,-107.4724,2516.0
4691,UN 8256,37.7246,-105.2976,2516.0
4692,Thornburgh Mountain,40.2310,-107.7085,2516.0
4693,UN 8255,39.6793,-107.7412,2516.0
4694,Sundance Mountain,39.1221,-104.9293,2516.0
4695,UN 8254,38.4571,-105.5846,2516.0
4696,Sand Mountain,40.5521,-107.0876,2516.0
4697,Davis Point,39.6224,-108.1318,2514.0
4698,UN 8248,39.6612,-107.5935,2514.0
4699,Broken Off Point,37.2129,-107.1629,2514.0
4700,Basin Mountain,37.2057,-107.9549,2513.0
4701,UN 8244,37.0326,-107.0382,2513.0
4702,Buford Ridge,39.9824,-107.5879,2513.0
4703,UN 8243,38.3907,-105.3843,2512.0
4704,UN 8241,39.5621,-108.8807,2512.0
4705,Flint Rock Point,37.3185,-108.2663,2511.0
4706,UN 8235,40.3196,-107.0221,2510.0
4707,Tater Mountain,37.0512,-106.8107,2510.0
4708,UN 8234,38.2651,-105.3854,2510.0
4709,Floyd Benchmark,39.7457,-105.4213,2509.0
4710,UN 8232,39.2554,-105.3029,2509.0
4711,Winter Hills South,37.1579,-106.9121,2509.0
4712,UN 8230,40.3754,-107.4051,2509.0
4713,UN 8229,37.0374,-105.9113,2508.0
4714,UN 8224,38.6426,-106.0593,2507.0
4715,Noddle Head North,39.3374,-105.1524,2507.0
4716,Rules Hill,37.3065,-107.6885,2506.0
4717,Sandoval Benchmark,37.0626,-107.3557,2506.0
4718,UN 8220,40.5940,-105.3837,2505.0
4719,UN 8220,38.5787,-105.4579,2505.0
4720,UN 8220,40.2357,-108.1087,2505.0
4721,UN 8220,40.2829,-107.1818,2505.0
4722,UN 8220,40.4001,-105.4746,2505.0
4723,UN 8220,37.3221,-107.0913,2505.0
4724,UN 8220,40.8521,-105.5454,2505.0
4725,"""Tick Dome""",39.1354,-105.3293,2505.0
4726,Flatiron Mountain,39.3326,-107.5626,2505.0
4727,Insmont Hill,39.3874,-105.4521,2505.0
4728,Comforter Mountain,40.0021,-105.4240,2505.0
4729,Pedregosa Mesa,37.0260,-106.8743,2505.0
4730,Red Point,39.5887,-108.1593,2505.0
4731,The Knife Edge,37.3032,-108.4410,2505.0
4732,"""Mount Pyramid""",38.9063,-104.9635,2505.0
4733,Daton Peak,40.3438,-107.3957,2505.0
4734,UN 8215,37.2340,-107.3140,2504.0
4735,UN 8215,40.0115,-107.6076,2504.0
4736,UN 8210,37.9160,-108.8365,2502.0
4737,Oak Grove Mountain,38.2488,-105.4832,2502.0
4738,UN 8206,39.4179,-108.6582,2501.0
4739,Holbert Benchmark,38.5710,-105.0621,2501.0
4740,Brockover Mesa,37.2868,-107.1676,2501.0
4741,UN 8205,37.3685,-104.7938,2501.0
4742,UN 8205,40.3179,-107.2657,2501.0
4743,UN 8203,40.1112,-107.8707,2500.0
4744,UN 8203,38.3076,-107.7279,2500.0
4745,UN 8203,38.6282,-104.9424,2500.0
4746,Weber Mountain,37.2776,-108.3337,2500.0
4747,UN 8197,40.1051,-107.8915,2498.0
4748,"Pittsburg, Mount",38.6168,-104.9349,2498.0
4749,UN 8196,40.3346,-108.7290,2498.0
4750,UN 8194,38.4882,-107.1185,2498.0
4751,UN 8194,40.4399,-105.4776,2498.0
4752,Ludwig Mountain,37.3157,-107.5926,2497.0
4753,Sierro del Ojito,37.2840,-105.7960,2496.0
4754,UN 8190,40.7660,-107.4940,2496.0
4755,UN 8190,39.9465,-107.6363,2496.0
4756,Ponderosa Point,39.6882,-108.7160,2495.0
4757,Bull Mountain,39.0576,-107.3962,2495.0
4758,UN 8184,39.6646,-107.0101,2494.0
4759,UN 8184,37.0624,-107.3699,2494.0
4760,Pine Hill,38.6143,-108.7518,2494.0
4761,Raleigh Peak,39.3954,-105.2154,2494.0
4762,UN 8182,38.3121,-105.5265,2494.0
4763,UN 8182,39.9482,-105.3996,2494.0
4764,Segar Mountain,39.9232,-107.9907,2494.0
4765,UN 8180,39.3635,-108.5529,2493.0
4766,Severn Peak,37.3062,-107.5132,2493.0
4767,UN 8180,38.1362,-105.0629,2493.0
4768,UN 8180,38.6204,-105.4649,2493.0
4769,UN 8180,40.9574,-105.5149,2493.0
4770,UN 8180,39.7685,-105.4410,2493.0
4771,Bull Rock,40.9749,-105.4921,2493.0
4772,The Flatiron,38.1110,-108.1010,2493.0
4773,Bergen Rock,39.2963,-105.0410,2493.0
4774,Eightmile Mesa,37.1718,-106.9974,2492.0
4775,UN 8176,38.1485,-105.0454,2492.0
4776,UN 8175,37.2796,-107.8246,2492.0
4777,Offield Mountain,40.6837,-108.9565,2492.0
4778,UN 8174,37.7179,-105.2893,2491.0
4779,Wilbanks Mesa,38.9654,-107.8676,2491.0
4780,UN 8172,39.9510,-107.8485,2491.0
4781,Ben West Hill,38.1579,-105.4599,2490.0
4782,Silver Cliff Plateau,38.1526,-105.4418,2490.0
4783,UN 8169,38.5035,-107.2938,2490.0
4784,Piedra Peak No 2,37.0737,-107.4471,2490.0
4785,Basaltic Hills Highpoint,37.3282,-105.4829,2489.0
4786,Red Hill,39.6179,-107.0279,2488.0
4787,Animas City Mountain,37.3279,-107.8696,2487.0
4788,UN 8161,40.8146,-105.4740,2487.0
4789,UN 8155,39.4115,-108.6468,2486.0
4790,Onion Hill,38.1982,-107.6518,2485.0
4791,UN 8151,40.0863,-106.2618,2484.0
4792,UN 8151,40.6071,-106.8374,2484.0
4793,UN 8150,40.3532,-107.1926,2484.0
4794,Cat Benchmark,37.1024,-107.1076,2484.0
4795,UN 8149,37.2863,-107.4560,2484.0
4796,7 N Mesa,38.4851,-108.2968,2484.0
4797,UN 8147,38.2968,-105.3882,2483.0
4798,UN 8147,39.3571,-108.5393,2483.0
4799,UN 8146,38.5574,-105.0785,2483.0
4800,UN 8146,38.2215,-105.4671,2483.0
4801,Green Mountain,39.9821,-105.3015,2482.0
4802,UN 8142,38.5896,-105.4365,2482.0
4803,UN 8140,39.3865,-105.3279,2481.0
4804,UN 8140,40.3221,-108.0946,2481.0
4805,UN 8140,39.8674,-105.2993,2481.0
4806,UN 8140,40.8112,-105.4590,2481.0
4807,UN 8140,40.1637,-105.3751,2481.0
4808,UN 8140,40.6951,-105.6735,2481.0
4809,UN 8140,40.1407,-106.4743,2481.0
4810,UN 8140,37.2579,-104.8746,2481.0
4811,UN 8140,40.7712,-105.4551,2481.0
4812,UN 8140,38.6146,-105.4276,2481.0
4813,McClure Mountain,38.3238,-105.4846,2481.0
4814,Navajo Hill,37.2607,-108.4938,2481.0
4815,Bear Valley Ridge,40.4007,-108.7329,2481.0
4816,Kelso Point,38.5774,-108.4563,2481.0
4817,Clinker Knob,40.3499,-108.0346,2481.0
4818,McDonald Mesa,38.7890,-107.5699,2481.0
4819,UN 8138,40.7485,-108.9946,2480.0
4820,UN 8137,38.4240,-105.5154,2480.0
4821,Iron Mountain,38.3574,-105.4276,2480.0
4822,UN 8135,37.2940,-107.7665,2480.0
4823,Ice Cave Ridge,37.4246,-107.2001,2479.0
4824,UN 8130,38.8276,-104.9057,2478.0
4825,"Pau, Mount",40.6654,-106.9226,2478.0
4826,UN 8127,39.9004,-107.9015,2477.0
4827,Kinney Peak,39.6051,-105.3046,2477.0
4828,Belcher Hill,39.8218,-105.3057,2477.0
4829,Long Mesa,37.2585,-108.5274,2476.0
4830,Little Buck Mountain,40.7310,-107.4785,2476.0
4831,"""Red Devil Mountain""",38.9301,-105.0057,2476.0
4832,Lookout Mountain,40.8640,-108.4837,2475.0
4833,Bell Rock,39.1568,-105.1743,2474.0
4834,UN 8116,37.2849,-107.8157,2474.0
4835,Round Mountain,38.4057,-108.5026,2473.0
4836,"""The Turret""",39.1515,-105.3007,2473.0
4837,UN 8112,40.2385,-107.6924,2473.0
4838,UN 8110,38.5746,-107.7738,2472.0
4839,UN 8110,38.3046,-105.3263,2472.0
4840,Eby Point,39.5207,-108.4126,2472.0
4841,Oakbrush Hill,37.3074,-107.0938,2472.0
4842,UN 8108,38.1662,-105.0549,2471.0
4843,UN 8107,40.2557,-106.9579,2471.0
4844,Chavez Benchmark,40.4293,-107.0932,2471.0
4845,Guy Hill,39.7774,-105.3290,2470.0
4846,Round Mountain,40.6890,-106.9243,2469.0
4847,UN 8102,37.3346,-105.6090,2469.0
4848,UN 8102,40.9374,-105.4940,2469.0
4849,UN 8101,37.2738,-105.5874,2469.0
4850,"""Flat Top Mountain""",39.4987,-105.1651,2469.0
4851,Newton Mesa,37.1396,-107.0968,2469.0
4852,UN 8100,37.2007,-107.9763,2469.0
4853,UN 8100,40.4474,-107.0929,2469.0
4854,UN 8100,40.1718,-108.0454,2469.0
4855,UN 8100,39.6937,-105.3432,2469.0
4856,UN 8100,40.1882,-106.9207,2469.0
4857,UN 8100,39.8454,-107.9865,2469.0
4858,Elkhorn Mountain,38.3010,-105.4926,2469.0
4859,McIntyre Hills,38.4399,-105.4610,2469.0
4860,UN 8100,38.4437,-105.6490,2469.0
4861,UN 8100,38.6387,-104.9104,2469.0
4862,Point of Rocks,37.7401,-105.2921,2469.0
4863,Buck Ridge,40.6599,-105.4157,2469.0
4864,Iron Point,38.9849,-107.5410,2469.0
4865,Simpson Mountain,40.2285,-106.7935,2469.0
4866,Haystack Mountain,39.4851,-108.1563,2469.0
4867,Gunnison Gorge Wilderness Highpoint,38.6299,-107.7996,2469.0
4868,UN 8098,39.4779,-105.1729,2468.0
4869,UN 8098,37.1537,-105.9154,2468.0
4870,UN 8093,38.4357,-105.5204,2467.0
4871,Chalk Mountain,39.1304,-108.2121,2466.0
4872,UN 8092,40.4171,-105.3354,2466.0
4873,UN 8090,38.4335,-105.5074,2466.0
4874,Flagpole Hill,38.0979,-106.1304,2466.0
4875,UN 8079,40.7426,-105.5374,2462.0
4876,Corcoran Peak,39.3104,-108.5088,2462.0
4877,Moose Mountain,40.2949,-105.3632,2462.0
4878,Hartman Benchmark,39.9574,-106.5268,2461.0
4879,"""South Green Mountain""",39.9751,-105.2996,2461.0
4880,Yegge Peak,39.5407,-105.2285,2460.0
4881,Perkins Benchmark,37.2457,-106.9501,2460.0
4882,UN 8070,39.4235,-108.3951,2460.0
4883,Pyramid Point,39.6185,-108.0988,2460.0
4884,Warner Point,38.5657,-107.7557,2460.0
4885,Baldy,37.0429,-104.4826,2459.0
4886,Perusek Benchmark,40.5646,-108.7507,2459.0
4887,Coffintop Mountain,40.1976,-105.3562,2457.0
4888,Scrapping Ridge,38.3382,-105.3454,2457.0
4889,Monument Hill,40.0496,-105.3968,2457.0
4890,"Blaine, Mount",39.5115,-108.3407,2457.0
4891,UN 8059,38.3046,-105.3774,2456.0
4892,Elephant Rocks,37.7543,-106.3160,2456.0
4893,UN 8058,38.1690,-107.6557,2456.0
4894,UN 8057,39.6074,-107.6951,2456.0
4895,UN 8057,39.6385,-107.8132,2456.0
4896,Jenkins Peak,39.6476,-105.3704,2456.0
4897,UN 8056,37.3876,-105.6565,2455.0
4898,UN 8055,39.3912,-105.0907,2455.0
4899,UN 8055,37.0760,-107.2726,2455.0
4900,Andgee Benchmark,39.6129,-107.7185,2454.0
4901,UN 8051,37.1626,-107.1285,2454.0
4902,UN 8047,38.3615,-105.4937,2453.0
4903,The Shoulder,39.9982,-108.6004,2453.0
4904,UN 8046,37.2168,-105.6640,2452.0
4905,Bennett Mountain,39.3860,-105.1243,2452.0
4906,UN 8045,38.3285,-105.3660,2452.0
4907,Goemmer Butte,37.4732,-105.0426,2452.0
4908,Susies Ridge,38.3596,-105.4140,2452.0
4909,Gold Blossom Rocks,40.9365,-107.1279,2451.0
4910,Old Baldy,40.1876,-107.9701,2451.0
4911,Spruce Tree Point,38.5671,-107.6996,2451.0
4912,Button Rock,40.2607,-105.3707,2450.0
4913,UN 8037,40.6221,-105.3032,2450.0
4914,UN 8035,37.4029,-104.7751,2449.0
4915,"""Saguache Hill""",38.0851,-106.1249,2449.0
4916,UN 8034,37.3026,-107.4863,2449.0
4917,UN 8033,37.1563,-105.9321,2448.0
4918,UN 8028,39.3210,-108.4115,2447.0
4919,UN 8026,37.1462,-107.2026,2446.0
4920,UN 8025,40.1318,-107.9296,2446.0
4921,Cap Rock,40.9757,-105.4526,2446.0
4922,UN 8023,37.3046,-107.4960,2445.0
4923,UN 8022,39.7101,-105.3282,2445.0
4924,Russell Ridge,39.4026,-105.1429,2445.0
4925,Escarpment Peak,40.2979,-108.1285,2444.0
4926,"McConnel, Mount",40.6721,-105.4646,2444.0
4927,"""Mount Muscoco""",38.7849,-104.8896,2444.0
4928,Chair Rocks,39.4071,-105.2368,2444.0
4929,UN 8020,40.6232,-105.3774,2444.0
4930,UN 8020,39.4337,-105.3029,2444.0
4931,Rattlesnake Butte,40.3079,-107.0260,2444.0
4932,Castle Rock,39.9790,-105.4551,2444.0
4933,Ruby Mountain,38.7499,-106.0671,2444.0
4934,Bald Mountain,40.9957,-105.5026,2444.0
4935,Moon Hill,40.6451,-106.9226,2444.0
4936,Reeder Mesa,39.0249,-108.2568,2444.0
4937,McKenzie Butte,38.2587,-107.7896,2444.0
4938,UN 8017,37.1754,-107.0807,2444.0
4939,Parks Hill,40.5260,-105.3607,2444.0
4940,UN 8015,39.5612,-108.7838,2443.0
4941,UN 8011,40.6696,-105.4993,2442.0
4942,UN 8011,37.2940,-107.4668,2442.0
4943,Dolores Canyon Overlook,37.8057,-108.7932,2441.0
4944,UN 8010,37.2496,-108.2488,2441.0
4945,Sunset Point,39.3487,-105.0876,2441.0
4946,Dawson Mountain,38.3829,-105.3049,2440.0
4947,Crown Peak,39.4282,-107.5188,2440.0
4948,Hoppe Point,37.6110,-108.5951,2440.0
4949,Warren Peak,39.5051,-105.1513,2439.0
4950,Burez Benchmark,37.1015,-107.1282,2436.0
4951,UN 7990,40.8007,-105.4885,2435.0
4952,UN 7988,39.3187,-108.4457,2435.0
4953,Bald Mountain,39.7246,-105.3093,2435.0
4954,UN 7986,39.5704,-108.9374,2434.0
4955,UN 7985,40.2443,-105.4065,2434.0
4956,Starvation Point,38.3921,-108.4401,2433.0
4957,Allred Peak,40.5276,-108.5557,2432.0
4958,UN 7980,40.6737,-105.3690,2432.0
4959,UN 7980,37.1015,-107.1549,2432.0
4960,"""Mount Anne""",39.3929,-105.3026,2432.0
4961,UN 7980,39.1924,-104.9410,2432.0
4962,Manhead Mountain,40.7371,-105.4424,2432.0
4963,UN 7980,39.5093,-108.9907,2432.0
4964,UN 7980,39.4271,-105.3349,2432.0
4965,UN 7980,40.3226,-107.3043,2432.0
4966,UN 7980,40.1507,-108.0274,2432.0
4967,UN 7980,38.6601,-106.0521,2432.0
4968,UN 7980,40.3404,-108.0899,2432.0
4969,Sheep Mountain,40.8029,-105.4396,2432.0
4970,"""East Green Mountain""",39.9829,-105.2985,2432.0
4971,Goose Hill,38.9776,-107.2899,2432.0
4972,UN 7977,38.3874,-105.5496,2431.0
4973,Serviceberry Mountain,40.9449,-107.4890,2431.0
4974,UN 7975,37.0426,-107.2796,2431.0
4975,UN 7975,37.0226,-106.8318,2431.0
4976,UN 7965,39.5999,-105.2101,2428.0
4977,Buck Benchmark,40.4374,-107.4535,2427.0
4978,Citadel Plateau,40.3076,-108.2087,2427.0
4979,UN 7962,40.7412,-108.9896,2427.0
4980,"Margaret, Mount",40.8179,-105.5279,2425.0
4981,Haystack Mountain,37.2226,-107.2407,2425.0
4982,Sheep Mountain,39.4240,-105.1715,2425.0
4983,UN 7955,38.2826,-107.7221,2425.0
4984,UN 7955,39.5746,-105.2060,2425.0
4985,UN 7954,37.2979,-107.8201,2424.0
4986,Triangle Mesa,38.5954,-108.7482,2423.0
4987,Saddleback Mountain,37.2660,-105.8415,2422.0
4988,Cheesman Mountain,39.2337,-105.2707,2422.0
4989,UN 7946,39.3176,-108.4307,2422.0
4990,UN 7945,40.9049,-107.3165,2422.0
4991,McKenna Peak,37.9049,-108.5471,2421.0
4992,UN 7940,39.3407,-108.5107,2420.0
4993,Rocky Ridge,37.2437,-108.6221,2420.0
4994,UN 7940,38.4393,-105.4224,2420.0
4995,Table Mountain,40.9893,-105.3349,2420.0
4996,Buck Mountain,40.6785,-107.3187,2420.0
4997,UN 7940,38.4896,-105.9346,2420.0
4998,Patterson Mountain,38.2368,-108.2768,2420.0
4999,Fleming Mountain,38.3543,-105.7860,2420.0
5000,UN 7940,40.4332,-108.7124,2420.0
5001,UN 7940,40.3226,-107.1426,2420.0
5002,Whites Mesa,37.2437,-108.3854,2420.0
5003,Timber Ridge,38.9124,-108.7685,2420.0
5004,Park Mesa,37.2524,-108.4724,2420.0
5005,Red Mountain,40.0562,-106.3443,2420.0
5006,Red Pinnacle,39.4504,-108.2271,2419.0
5007,Buck Ridge,40.5524,-108.7385,2418.0
5008,Lampton Ridge,40.5079,-105.3268,2418.0
5009,UN 7930,37.4076,-104.7485,2417.0
5010,UN 7930,37.2349,-107.4318,2417.0
5011,UN 7927,38.4443,-105.6151,2416.0
5012,UN 7925,37.0971,-107.0899,2416.0
5013,Cerro Del Zopilote,37.0618,-107.2749,2415.0
5014,UN 7922,39.3171,-108.3999,2415.0
5015,UN 7922,40.0076,-105.3971,2415.0
5016,Serpent Point,38.5799,-107.7324,2415.0
5017,Christ Mountain,40.5751,-105.2849,2414.0
5018,Morrisania Mesa,39.4368,-107.9615,2413.0
5019,UN 7916,37.2554,-108.7629,2413.0
5020,Middle Mesa,38.7337,-108.4874,2413.0
5021,UN 7915,38.3837,-105.4485,2412.0
5022,Big Island,38.5721,-107.7018,2412.0
5023,Pulpit Rock,37.2462,-108.6015,2411.0
5024,UN 7910,39.9376,-106.5479,2411.0
5025,Pine Mountain,38.6985,-108.8524,2411.0
5026,UN 7910,38.0063,-108.5690,2411.0
5027,Castle Rock,39.4468,-108.4390,2411.0
5028,Dry Mesa,38.5660,-108.3835,2410.0
5029,Long Point,39.4540,-108.2635,2410.0
5030,UN 7905,38.1829,-107.6782,2409.0
5031,UN 7905,40.3051,-106.9568,2409.0
5032,Long Mesa,38.7404,-108.4951,2409.0
5033,Chimney Rock,37.1946,-107.3010,2409.0
5034,Bald Knob,39.8482,-108.0076,2409.0
5035,UN 7902,38.7549,-108.8104,2409.0
5036,South Twin Mountain,38.5151,-105.3082,2408.0
5037,Colorow Mountain,40.1871,-108.1626,2408.0
5038,Lee Hill,40.0721,-105.3549,2408.0
5039,UN 7900,39.3093,-107.2679,2408.0
5040,UN 7900,40.9674,-107.2879,2408.0
5041,UN 7900,40.6701,-105.4363,2408.0
5042,UN 7900,40.2560,-106.8515,2408.0
5043,UN 7900,39.4182,-105.3496,2408.0
5044,UN 7900,40.1890,-105.4182,2408.0
5045,UN 7900,38.4265,-105.4729,2408.0
5046,Limestone Ridge,40.5460,-108.7182,2408.0
5047,Cone Mountain,38.5632,-108.9965,2407.0
5048,Moody Hill,40.5615,-105.3685,2407.0
5049,Gribble Mountain,38.5679,-105.4140,2407.0
5050,Eightmile Mountain,38.5385,-105.3490,2407.0
5051,Rattlesnake Hill,38.0940,-106.0740,2406.0
5052,UN 7892,40.3196,-106.9512,2405.0
5053,Popes Hill,40.2668,-105.4093,2405.0
5054,Blue Mountain,40.3354,-105.2813,2404.0
5055,UN 7886,38.5165,-105.8435,2404.0
5056,UN 7885,40.3451,-107.3107,2403.0
5057,UN 7884,40.3854,-107.1674,2403.0
5058,Fourteenmile Ridge,39.8224,-107.9846,2403.0
5059,Pi�on Mountain,38.4149,-108.5293,2403.0
5060,Flatiron Mesa,39.4576,-107.7976,2403.0
5061,Sugar Loaf,37.1946,-105.7415,2402.0
5062,K Point,40.3279,-108.9488,2402.0
5063,"Morrison, Mount",39.6693,-105.2199,2402.0
5064,Bald Mountain,39.1376,-104.8490,2402.0
5065,Iron Mine Ridge,40.5743,-108.8951,2402.0
5066,UN 7877,37.3010,-107.7776,2401.0
5067,UN 7875,40.6593,-105.3332,2400.0
5068,Juniper Mountain,40.4487,-108.0299,2400.0
5069,Needle Rock,38.7246,-107.5499,2400.0
5070,UN 7873,38.3532,-105.6810,2400.0
5071,UN 7873,40.1818,-108.1787,2400.0
5072,Baldy Peak,39.3746,-105.3088,2399.0
5073,Haystack Butte,40.7579,-105.4376,2399.0
5074,Grouse Point,37.4940,-108.3974,2399.0
5075,UN 7868,39.7335,-106.7013,2398.0
5076,North Twin Mountain,38.5254,-105.3060,2398.0
5077,Little Red Butte,38.1335,-105.0346,2397.0
5078,Pi�on Ridge,38.2615,-107.8013,2397.0
5079,UN 7863,38.4110,-105.5532,2397.0
5080,UN 7860,39.6312,-107.7907,2396.0
5081,UN 7860,38.4232,-105.4354,2396.0
5082,UN 7860,40.3651,-106.9235,2396.0
5083,UN 7860,39.9454,-107.8124,2396.0
5084,UN 7860,38.7729,-108.7460,2396.0
5085,"""Forsberg Peak""",39.8010,-105.2926,2396.0
5086,UN 7860,40.5826,-108.7643,2396.0
5087,Bocco Mountain,39.7207,-106.7026,2396.0
5088,UN 7860,37.2907,-107.6432,2396.0
5089,UN 7860,39.6840,-105.3254,2396.0
5090,UN 7860,40.2837,-106.9585,2396.0
5091,UN 7860,39.7657,-105.3365,2396.0
5092,Big Mesa,37.2362,-108.3676,2396.0
5093,Middle Three Sisters,39.6296,-105.3493,2396.0
5094,Devils Lookout,38.5743,-107.7024,2396.0
5095,UN 7859,40.5615,-108.7765,2395.0
5096,Red Mountain,38.2962,-105.4851,2395.0
5097,Turkey Mountain,37.1793,-106.9521,2395.0
5098,Curecanti Needle,38.4490,-107.4143,2395.0
5099,"""Tin Cup""",39.5938,-105.2029,2394.0
5100,UN 7855,40.3629,-107.4329,2394.0
5101,UN 7855,37.2054,-108.8188,2394.0
5102,"Falcon, Mount",39.6296,-105.2304,2393.0
5103,"""Saulsbury Peak""",39.7637,-105.3049,2393.0
5104,Kiowa Hill,37.0888,-105.8040,2393.0
5105,Buttermilk Ridge,38.6496,-107.8026,2393.0
5106,Jerry Benchmark,39.6032,-107.6426,2391.0
5107,UN 7846,40.2926,-107.3171,2391.0
5108,UN 7845,38.4185,-105.3985,2391.0
5109,Carbon Benchmark,37.2324,-107.8932,2391.0
5110,Horsethief Mountain,39.2768,-108.1332,2391.0
5111,Rough Ridge,39.8724,-108.0199,2391.0
5112,UN 7841,38.1849,-107.7271,2390.0
5113,UN 7841,39.3276,-108.3851,2390.0
5114,Coal Ridge,39.5471,-107.4551,2389.0
5115,UN 7835,40.7818,-105.4154,2388.0
5116,UN 7835,39.6046,-107.6771,2388.0
5117,UN 7831,37.1371,-106.9754,2387.0
5118,UN 7831,40.7576,-109.0096,2387.0
5119,Red Ridge,38.6626,-105.2340,2387.0
5120,UN 7830,38.3271,-105.3321,2387.0
5121,UN 7830,39.4632,-108.7438,2387.0
5122,Tepee Benchmark,40.5340,-108.6554,2386.0
5123,Round Mountain,40.2574,-107.4299,2385.0
5124,UN 7825,40.3807,-106.7976,2385.0
5125,UN 7822,38.5040,-108.6818,2384.0
5126,UN 7820,40.3935,-106.9199,2384.0
5127,UN 7820,38.6682,-104.8899,2384.0
5128,UN 7820,40.7249,-105.4379,2384.0
5129,Camp Ridge,38.6532,-108.4393,2384.0
5130,Chimney Rock,40.9960,-105.7682,2384.0
5131,Pflum Hill,40.2604,-105.4165,2384.0
5132,Three Sisters South,39.6262,-105.3488,2384.0
5133,"""The Brother""",39.6293,-105.3493,2384.0
5134,Devils Thumb,39.9524,-105.2901,2384.0
5135,Red Mountain,39.2199,-107.9110,2383.0
5136,UN 7818,37.2790,-107.5776,2383.0
5137,UN 7814,40.8946,-105.4349,2382.0
5138,"Lindo, Mount",39.6093,-105.2107,2382.0
5139,UN 7814,39.7435,-105.3810,2382.0
5140,UN 7810,39.9674,-107.6690,2380.0
5141,Long Spur,37.2790,-108.5468,2380.0
5142,Grass Mesa,39.4382,-107.7718,2380.0
5143,Watson Flats,38.9151,-107.3121,2379.0
5144,Black Ridge,37.1268,-107.9835,2379.0
5145,Cross Mountain,40.5226,-108.3818,2379.0
5146,Trimble Point,37.5790,-108.5421,2379.0
5147,Red Rock Benchmark,38.5882,-107.7999,2378.0
5148,UN 7802,40.6526,-105.3101,2378.0
5149,Goat Mountain,39.4921,-105.1468,2377.0
5150,Mesita Hill,37.1076,-105.6385,2376.0
5151,UN 7792,37.2729,-107.9382,2375.0
5152,Logan Hill,40.0318,-105.3821,2375.0
5153,UN 7790,40.2490,-105.3624,2374.0
5154,"""Knapps Knob""",40.4501,-105.4449,2374.0
5155,UN 7789,40.3615,-108.7457,2374.0
5156,"""Gross Peak""",39.9421,-105.3610,2374.0
5157,True Mountain,39.1488,-104.8349,2373.0
5158,Wild Horse Point,37.8474,-108.6560,2372.0
5159,Spruce Mountain,40.4882,-105.3007,2372.0
